,business_id,1,2,3
120,UN71bljKO-HPA_fhjzH3qA,lunch,chicken,location
121,nHNV3qOeLfepr1-lFHeq7g,staff,meat,price
122,aPLYdW4nU4ZRNpNHpkjosw,juice,service,order
123,HB62I46vaOXPxLrNccQTpg,coffee,cake,cake
124,1M5yNOje8Eoz4m_CS89t9w,breakfast,coffee,coffee
125,ysWRM_AwAbn7aeNVn1tRUA,service,brunch,wait
126,2WtEMy1OSjStt8IHQQTGUw,service,chicken,
127,d43Mko5jODk7Et_ESsYndQ,vegan,staff,order
128,KfgcWODVfYCNx-aLpdh54w,service,waitress,waitress
129,i7ybVsoTF1L_Dh8TmJokQQ,tea,milk,order
130,gyBdukmmrnO1gZUJzJPDuw,breakfast,location,breakfast
131,CYRd8COOnZLqFvg4WGw78w,breakfast,cookie,cookie
132,LjqUF8ctyWA1iKccZnncGw,breakfast,service,service
133,P78gUElTZe5HJGLRjtouig,bread,coffee,service
134,0XUQ9WZWCBdBBvDHipLvNw,lunch,location,order
135,rbgjXYiutRMsKCOrzkm5aw,service,hour,hour
136,8HVuGd2gA4HxNpPlsi5Tug,price,coffee,
137,ChOkLSVZ2STjOVc1PDBnsw,tea,coffee,tea
138,DJMP919tDBfcVvcx1B3AxA,breakfast,space,breakfast
139,2onBmyGE49llgvs7xRDc9w,coffee,latte,cafe
140,0wVOkE-r_pLWdU923i6PzQ,coffee,cafe,tea
141,XQALtHGxiwQcWmm4w7slUw,coffee,croissant,coffee
142,WHizPwoOLMqO50D58dwS2w,order,delivery,order
143,rjEqbytOCIMwcB6Htkg8ig,fruit,breakfast,environment
144,zIW_FODceS5-f7RmTWLIIw,coffee,latte,
145,cKJ2YNQ-fMlJS2eWS_N7jQ,chicken,service,service
146,wtGAeMon3WpfXleFW44FZg,coffee,staff,coffee
147,PtOa8FYXB9czBS24_EF6ww,chicken,service,
148,Cke5kfsuumYfq2WtMd4IsQ,service,tea,bowl
149,f_ai2cN16gH6kbLKkkaqsw,chicken,rice,chicken
150,N8XlukNgNUOEzPs9XIGPKg,coffee,price,coffee
151,Z9g2Zxf8wSXjgCanPPrnWQ,coffee,menu,menu
152,0H417PHoRiCA2Uc4IrT6Xw,breakfast,salad,
153,osnmhVpKZ3l-wubSlGOlNA,cream,strawberry,chicken
154,nM14vRHfi3J4KXHdi_dtVQ,music,visit,drink
155,MBJeTGY7BuBhusXVNVDdIg,service,tea,service
156,HbGBv6cqAUm6qZkX1rRlOQ,lunch,menu,lunch
157,cJhAH8Rzh3JIz2wAvgVztw,coffee,staff,coffee
158,NM3TxWJs7kmF8sD1h3CfgA,breakfast,service,salmon
159,WLUtB6dUhP616jGFXA3YKA,service,lunch,order
160,0MTDKD7JAxQRIgEpb5WKPg,coffee,window,
161,cAgDWbcEufj8BIwt0IoO4A,coffee,staff,coffee
162,mW8TcXlgxtxmx3fr_g3Rkg,smoothie,juice,tea
163,TYeVPg7eqJd3THXG4nCyiQ,location,coffee,coffee
164,QKnRngxSLkD6VdHphaz18g,coffee,bread,coffee
165,H4IHz-v_lVsU_yQEfM7LTw,breakfast,service,service
166,MvxSopmNhs5XVsiwAt9Y0A,pizza,order,order
167,Wl7tWmI69F7xuH4DtZ8Q8g,wrap,chicken,lunch
168,shCTefJdU91nqmDYdZYajw,service,staff,service
169,_-8ejJfWv0xttOgqU8a0NA,chicken,service,service
170,cii8UBQ9YlbKxEs4orjwEg,breakfast,sandwich,order
171,_43Wc6X9d8uWoFU0Iq-bdA,pie,crust,pie
172,Cg15px_U_0kR3steWImDAQ,coffee,drink,coffee
173,cAbAzXoChKsZ67ubMhHLYg,service,chicken,service
174,tBfiZjskmXGpri6wKCuTVQ,lunch,sandwich,panini
175,Mjod9tBObVrViGTxqCyuaA,coffee,staff,coffee
176,AcKWJhhLElNSQhweVdk5aQ,menu,service,
177,sjtbU9h4T4Oc02BzCZ3U2Q,coffee,service,coffee
178,8J9g7jt3Ol_cpNoLDBcLdw,service,location,service
179,bF8ExmkwsE3LyzZO9x8cWA,coffee,tea,tea
180,3RNWTBtAB-z9PFvfGmGPGQ,line,order,line
181,oVKV528SzHatF5zNQzff3Q,sandwich,coffee,sandwich
182,TPymHiqphLGwXv37OwQ2-w,coffee,latte,coffee
183,OhtqW04iYgE8SjWPlPfeDA,coffee,staff,coffee
184,SC1OR4VRY5chOZkDXvIGVw,coffee,service,
185,4O4TaNMBlzkwmte7yuxh4Q,burger,service,burger
186,TSxdVJQIDR7fqPzAzlT79A,coffee,latte,coffee
187,4mvOjy1Emqhrtpea2LbnnQ,service,staff,bread
188,eQrKpIVeryo8_ULaROYlIA,coffee,staff,coffee
189,5E1mhYGnyaea7fnlQt9rlg,tea,service,service
190,04sQHRjmHhv_gxNNfuFa0g,cafe,staff,chicken
191,xn5aKh1I4U4iHtIoNeZk4A,lunch,chef,plate
192,XdgI-jFH-7eBghTcPRSoEQ,coffee,service,drink
193,djKcHZcez6Mtxfdk_i-kLw,soup,service,bathroom
194,EhtztYHtvjNVjSxJZCUz-Q,location,order,service
195,1z-pcOgu6aIgL-R9k3DG-g,lunch,service,bartender
196,i7f9LBxucLXyCLAxGDMEmA,bagel,cream,bagel
197,FwO183blfDg8g6sFv-NTsQ,service,salad,service
198,jbSkXZE-ijMST2AkzOkuWg,coffee,breakfast,coffee
199,R8zt_NRqWoNpabBUiZKjMQ,cake,coffee,coffee
200,OgCjYq4NTPQ1k0OK081Mug,breakfast,service,location
201,L21Cx0iGXpqNktagZ44_Nw,service,breakfast,lot
202,0ee0A8ni0LbzmaMMfs_bag,service,coffee,service
203,0P-2IASCP6VT2818E1w3aA,latte,tea,location
204,rLOIp4WVoSV_sJFMpXJEVA,service,rice,rice
205,EOhp_InSZ1Z9oTbvsFxnGw,order,location,order
206,asxFZyKI73iOahA9Y8Myrg,chicken,service,chicken
207,u99PAVunkh1L9iEGuDyuBw,soup,sandwich,order
208,BjKMGrV_LzS6Qq5sZqiGnQ,cheese,taste,location
209,U9hqpv1fIooVKMJBVuoA3g,service,wine,service
210,MDYuOOUFSsUnIEq3g_oiHQ,matcha,cream,matcha
211,9_B8bxsHLhBoJKK4D4Q4-Q,sandwich,service,
212,PE0pI19ZGifDxoSXYcgT5w,service,staff,table
213,As9MxRxkjIv26yFci8_rVg,order,steak,order
214,MGpJY3sJnsIOV0xEFPSpkg,area,price,rice
215,2ioWxeyVVz9V4mTaMoOd1A,chocolate,cream,
216,dtfh71z6wIZadjLK00Lh1Q,breakfast,service,service
217,cVn6-c9TUSap517LBj1_Cw,pie,coffee,coffee
218,2hC8b7sd6VaoGjSfeWnkDA,coffee,service,cake
219,hvKuaBn7ChT6D87CMJECOA,coffee,area,coffee
220,ocK9qw7FkUzNMgnoXcZ8yQ,lunch,clean,lunch
221,EzglYKw7ZB9F4XuB0w3QNg,lunch,chicken,burger
222,Gl3VsyBnrwCOPdtJ2LnXuA,cake,tea,cake
223,QckIpkpyVmGc8p6P1DAizQ,chicken,rice,chicken
224,7TLQNAvJUIDrIdI0x25qNg,lunch,staff,service
225,_nD7kV55v0adddjM2B_8uQ,service,order,order
226,l14TILhWRFE3XeyrhK0H6w,breakfast,service,coffee
227,_-ar4n0VIW7UbXE-UfCgQA,donut,chocolate,donut
228,gcINj1qLFqS10qSb-MLV9A,service,location,service
229,NT_k36Un9rx60sMm73tBhg,coffee,latte,
230,kgw2PqMWCr8yShvtk9Tqxw,coffee,pizza,
231,5ZZns2J3zIoDCp3Sd_jD6A,cream,coffee,cream
232,tG-noZMPf8yr3fJF2YXnKA,coffee,breakfast,coffee
233,vrigUoPExdksDpsRMSgwYg,coffee,tea,coffee
234,bx-fJG_Usk8PUj32BLWMFQ,service,waitress,service
235,D0B_7jjpkjduTIwVDt64_Q,location,staff,order
236,rMa-j6YS1y-LSKwKtqp5ng,chicken,service,salad
237,OOUvi241vzvSAk2B-bH7YQ,service,location,line
238,eB72umytir4pryQt15VSqw,cream,meat,order
239,cQdUdLXpHjVs4xDXuv0eHw,coffee,staff,coffee
240,RJ0sf3u5XO9vkiQ9KL6jKw,tea,drink,drink
241,rAgvWRORauR8VfoebZEe4g,lunch,building,lot
242,wY-H72z-qT-n8yatQOl-rA,breakfast,service,service
243,64rFVPsZsslTvmvg1KlQuA,tea,chicken,tea
244,Qfcoyb4-d5V80Zqvq2J-6A,service,pasta,
245,SAfcmoF9dBMTGlFbGK_W0Q,lunch,staff,waffle
246,5hZSDjy0aePG0OCJbspbpg,breakfast,service,service
247,ODio3sDNFG1h6gbhuKFdUQ,cafe,space,
248,8o2_Fy8QeOSIGIdBFQGB7A,rice,chicken,chicken
249,Z7el8tD1s7WF7p9J_D6BQg,breakfast,service,hour
250,f5vqPrRhIOzt91gmnnZ82A,lunch,breakfast,service
251,_wjlPlQatzbkCCJZeR0vJg,coffee,breakfast,cafe
252,hLmDfRdj2LYiHHVHnw5C-g,ambience,butter,space
253,2sUwqyAICjFUnC4Iu_W3qQ,coffee,breakfast,location
254,jRtf9gsaYNRMSdYFonE_sA,coffee,service,beer
255,22sS24yEa52hKsBI0kLd4w,area,chicken,chicken
256,DUOROZiBcemYv0hcGXDANw,coffee,breakfast,
257,vu0Z_KIsVMja2y5m2iCJDA,lunch,chicken,service
258,mGProWKI7ZkOm3a7pG7jpg,coffee,staff,tea
259,ygdMnF-YJ97oZPkTGGjNyw,staff,coffee,service
260,mgHTkAlgjD36RDsOT-SyQQ,breakfast,croissant,coffee
261,qodaOBGbbqIN2_muU5OCyg,coffee,latte,coffee
262,X2iGMN5cZgQHI4gBNur9JQ,coffee,staff,bread
263,6DMFEXPgDPrsGWnbgYgnug,taste,staff,drink
264,2z_TN1Z2vKdKggCdk2-9Yg,service,breakfast,service
265,Hp9buzAPpgY0Ioibu2Nj5A,lunch,service,coffee
266,m-yNQaZOX5ms06IajESbPw,pizza,breakfast,coffee
267,GcBv6w-KmHWK1-i7RnQzeg,coffee,breakfast,toast
268,Lefkq2uDbtWkyIy4qrjUig,coffee,breakfast,lot
269,EoqXsWs6klHRMVNczUXdcA,coffee,latte,coffee
270,M8PzyrBBN6FD3W3zBLtRmQ,coffee,bagel,hour
271,RXpvVDepIte5oq11tgtAHg,chicken,staff,smoothie
272,pSGKajJ-8RSLqadqv1epRQ,coffee,space,coffee
273,KFS2fEwq5nnsaFJkNtCNiw,coffee,staff,coffee
274,kzpB2Ufa4GfPT_OK625KMA,cafe,lunch,
275,4D-CzA_iz9LIsrXb47ziEQ,service,breakfast,breakfast
276,m9lY7-_STgR1zunqOY9G8g,coffee,pie,coffee
277,JRyuF7JlE9NZSdSCJvwzKg,bartender,staff,
278,o2Yo7CPrlDuNTrL7cdljgw,order,sandwich,order
279,fSWTknl5OxKvgdil9s-Vww,coffee,price,cheese
280,q_awoGu1Uv5oloylNMFAkQ,vegan,staff,service
281,5kqJddCkHexBvAk-lrOwcA,breakfast,lunch,coffee
282,TuKZnuq5q3C565SUC6dmEw,coffee,service,coffee
283,8fwWMMvcp-EtYE73qBUldw,sandwich,breakfast,sandwich
284,EXBhIKi4YfE996YIxlom8Q,staff,price,lot
285,quba423Majp79sol6pl7_Q,pie,coffee,coffee
286,SvFWTNsjtD9wWmMptibVDg,location,menu,location
287,AhgEQZrtHVRgFVXj7VZoWQ,space,staff,staff
288,5AMRyPP3h4WNJGOwH0G5vA,service,order,order
289,O4YoPGlWaGGnBE-5EHUweg,coffee,breakfast,croissant
290,wf7h6ol5Cz2j2z8cpB1wpg,service,breakfast,service
291,3WBTpKkDk44JzuyP2g_9QA,chicken,lunch,chicken
292,paA52yZDQUKosNfabJuO3A,breakfast,service,
293,JW1gWHsnL1ClKpBOzGEu-w,sandwich,service,service
294,3TMGxPOGTV5lPtpiSHzz2g,tea,atmosphere,tea
295,vSBfyd4ghB0dEC69rwbc0g,service,menu,service
296,BVmai7GjUgVXpgCPYDLlrw,chocolate,service,chocolate
297,kyE_aN-IFmMd65wNjvp2aQ,waffle,coffee,order
298,3sewVJA24Z7wSAzCp2qeFA,coffee,beer,coffee
299,pNVBKmbCsEJzFk1ic67eUw,coffee,staff,
300,pj5zez-SZh6BiqYR5o0eZw,lot,cafe,menu
301,ib8OkWfOGjVWSQcCuYqusg,bagel,location,bagel
302,bacD9cHPvP8BzxLXq3SCXQ,tea,milk,rice
303,IJHxL2EIPJW0GzfJL1vyeQ,order,pork,order
304,wxZPr6u2_9j_t7-yRw7vNQ,salmon,rice,cream
305,tyWGJJejoXl3zdsIk_wDCA,salad,staff,salad
306,BeTCCdnyVJ6dc1ke0YEp6w,lunch,order,order
307,ighX1OLY3EMGif39MEb5Ug,service,staff,cafe
308,vGKQZ-AEftNQ8p2jLkdMrQ,service,menu,service
309,TZkgxKEzwjBK2rqN3IBhFg,coffee,chocolate,location
310,y4wVHkXG3rrUUOSY_1RiHg,breakfast,potato,service
311,7EC1xXsaPsXu0kfdQ8ATtA,service,brunch,service
312,3lU9ZUrqtHo0pTLvShiiOA,rice,steak,steak
313,IkcxBNK3KahMf-_bQmIevw,burger,staff,
314,08n38tS38iznDwL_XtA2FQ,coffee,breakfast,coffee
315,3CLmbc-Ms0-7NEHsEylEeg,breakfast,service,breakfast
316,Co9GDUc2suQ2YPIrpk3gug,burger,staff,salad
317,3Xi5ujqMQDeQLuczdxKiyw,coffee,area,line
318,OHf3Kue07i_nR7oKQRWocw,breakfast,service,service
319,dWW6z6bm75xhtcuhsg_ZvA,coffee,service,coffee
320,ygQ334CAdLaTIDuGm_XKRg,vegan,coffee,staff
321,C2-TNtNc___1tkYAmPgmWQ,breakfast,service,breakfast
322,jBMzgJQX2o6EQSjgfANVPw,coffee,cafe,coffee
323,HorLV50SgSj2lArWWu4lEA,coffee,staff,drink
324,V-26fFloQx98YMdmBUDhjQ,coffee,service,coffee
325,rMf-FEh7ZhW9Sepjiyef6w,tea,chicken,order
326,D2KANvWWWtHN519O3Jn-nw,beer,service,
327,-GR6SH0zvjqiJ1XwhJp3Zg,lunch,service,
328,9kzW4uPNdm0tsmN3AKFs8A,service,location,service
329,hrlUWrnN8ORaE9OTn-8TKg,coffee,staff,
330,tYG0cMDiVG6jwQnJnPTQ5g,coffee,service,coffee
331,I0JjUle_W-9Ukv_bbd0NeA,coffee,service,coffee
332,wErvHalgCs_HzuQXSYaZQA,coffee,sandwich,milk
333,CWDbvfGEY2cKfDqTF36XuA,cream,tea,cake
334,LP4-Yt-KI0yGFIOotKZWaQ,matcha,service,matcha
335,Fp1-X4Pt4XEuyiwAn6liGg,lunch,breakfast,coffee
336,PgUD9lx6hrk6sQOMcaLjeg,butter,bagel,bagel
337,hoTL3Z09TEpIzWcX5YAk3w,chocolate,coffee,chocolate
338,ZJu2XaJPuSiiROX6tp4alQ,service,music,service
339,xOvoe7E3dJmUygqUkzhBxg,service,staff,order
340,T4j5JwBX6AP95NCy4nIEIw,delivery,beef,
341,QuuwB5oonYd---NfIm_mZw,coffee,location,coffee
342,CJlyEqg6Yiy0B9NbhNG7Vw,muffin,coffee,
343,dZrrDrc6TkE9oYxADKcZqg,breakfast,service,breakfast
344,F4qWfjoGGUJ7ioVySu9org,breakfast,waffle,service
345,nSUeRINnx1A3_tVrF6mpGQ,coffee,staff,coffee
346,aMNR65_NxAM4rw6UDjVK-A,breakfast,coffee,breakfast
347,NAmFOgwxPXEjniLHxWg4SA,coffee,cream,coffee
348,A10IGEGe8y8Vu9rvrnw16A,coffee,cake,coffee
349,Ay8C_5K6yvPA9Xem4hlZTg,coffee,staff,
350,-Xq6ruGk0U3inDf7BOX1YA,service,pork,taste
351,9wjVAkIjFCr0PGBheR_Xqg,service,brunch,order
352,w89o3ilhnq_W6o4RO_5y0Q,dinner,chip,
353,V8bM35xa5m_s_I_RDwqbpA,coffee,latte,
354,l3yNxm2OrVs9GEUvLEfaaQ,lunch,sandwich,salmon
355,Clw_6Sp9BVbyy94k640_aA,area,space,lunch
356,xhzdgQA35fF9pt16AufpOw,breakfast,ham,cafe
357,60a9Ebz95pgCh3ad3u5boQ,service,breakfast,beef
358,LKR2lxcIMQXiZBtZhf1WHQ,coffee,family,
359,-0Gbsd7ztvTyFpl7jF0DIw,lunch,chicken,salad
360,Pa1FhUhnFEchDoWrl4E5hA,coffee,service,pie
361,LaPRcjd6fOgFwFChYjvgfQ,staff,chocolate,environment
362,Xz0bAwWgBSVfiIzMawy9Ew,coffee,service,service
363,vhc8ZXtMpnNFMXwNoe6vfA,coffee,cafe,
364,XxoRKZVM1LGnvDoyZRzgKA,coffee,service,service
365,i98mWhRgKY3nqMygZMU0Mw,coffee,staff,coffee
366,fUd177p8Mu9C_CQ4aB5EiQ,service,lunch,order
367,kdUsqOIIfBOdFe9kibfzlQ,coffee,breakfast,coffee
368,LrkXX1pBqanN7StrzS-FiA,rice,order,order
369,LDUWH7af76li6D15dAVhPg,beer,wine,water
370,A35ljFDKELmMkAiiOTyuTA,soup,breakfast,service
371,TBQPw9elTnBUkO3GaM568A,lunch,breakfast,
372,ekRtcDigaJm7TaaNXydyqw,coffee,service,service
373,R0HU9EyJwJVC_X5eqbAhXg,lunch,staff,meat
374,xQpAgGcrpTkYu6Te0bcppw,coffee,service,cafe
375,BB5VehyrmAGZFPjFYiuJxw,coffee,area,lunch
376,l22sJinUOr55fWVVJYFvPg,chai,juice,juice
377,sKoYBJx-XWrMBDBrklIICQ,chicken,order,tea
378,r1zXupB1vrDB6WLzBf2FDA,lunch,breakfast,soup
379,YV2SRY8hVtfeWUioCdVMPw,service,dish,service
380,E-V6ZiYIu3iSVNefcJJvag,drink,service,drink
381,cIwb63lruUYo4u0r8kDfUw,bowl,lunch,bowl
382,cN7dOZAw0GlDA6hXzKz8XA,tea,donut,donut
383,XjpuYS_NxxwKd627GrXelw,atmosphere,service,
384,0tGuFBrhM03I6TCLxDQhyg,coffee,seating,coffee
385,Zsfx2van_7MaSZsXS5CtRg,toast,tea,tea
386,6g9xp7tEf3PiBn_tpCMm-Q,coffee,breakfast,coffee
387,CkWGnm_jFaNe2TR1D7BiKA,chicken,cream,order
388,Hy31Xg9xgMx0tAEjTp_S_g,smoothie,service,smoothie
389,2vH58mhkEl8GdcDug1OwWg,location,order,pork
390,K-GpTlPeyYpkdnU4x6Rd_Q,tea,boba,cream
391,S99na7fw56EIMoS4WGgG5g,coffee,service,coffee
392,qMuUd2uRUukV2_rOYv5DIA,sandwich,staff,location
393,OjVRMDAvq93MOmPCd23uCA,coffee,latte,latte
394,uADGawM5h7Q96knV97h4Vw,breakfast,service,breakfast
395,omYnPPhlXZTCoQ_TcSzsyg,breakfast,service,wait
396,MYainrGOUR9OGC0eXqpkuA,service,drink,service
397,f9fdZzlXw64nnjNfAas6iQ,coffee,staff,coffee
398,-Q4i6Wh4x2S-peFSwNnf8w,coffee,wifi,coffee
399,HA6STsnk58e93ldjf1Pihg,coffee,space,coffee
400,J28i6G4J3CulEOUXpOSfTw,bowl,location,location
401,szqma4QibwpVaA9fsE8soQ,coffee,staff,coffee
402,BqOSfSmwWDZzjYzIrBhyNw,brunch,service,service
403,0nDhfnKqfGqaObhas3SCAw,coffee,cream,coffee
404,FI8HidX9_TOaVzvo-50QlA,cake,coffee,coffee
405,wzBzNucERbowSaG351OBOQ,coffee,park,butter
406,q7Doxgkv5vOEZMarDPx0gw,coffee,espresso,coffee
407,IXIEVsyv0BRxsGa8qJjwKQ,service,lunch,benedict
408,k8QRwC11Z7SCeyRaehvFjQ,bread,milk,order
409,kWdfWpoc9eFwnKsBmf1JSQ,coffee,latte,chocolate
410,EnHE337Y768UYQQfGGH-GA,service,smoothie,
411,LpvtjmSWegBzz3o_1Isixg,staff,lunch,staff
412,sSLcIFZTEFugKbkizEiR9Q,staff,cafe,pork
413,zu2MOe5SZtvJUzVJBhgvpw,coffee,breakfast,coffee
