"","business_id","stars","RestaurantsTakeOut","RestaurantsDelivery","WiFi","OutdoorSeating","RestaurantsPriceRange2","RestaurantsReservations","HasTV","garage","street","validated","lot","valet","romantic","intimate","touristy","hipster","divey","classy","trendy","upscale","casual"
"35","D8wLWZiMlw12B2ftoQAm3Q",3.5,"True","False","FREE","True","2","False","True","False","NA","False","True","False","False","False","False","False","False","False","NA","False","True"
"36","cvQ8bvFSudHcWZRNJGRgHQ",2.5,"True","False","FREE","True","2","True","False","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False"
"37","mJRA4C_GM7HNDqXrRYlI_A",3.5,"True","True","FREE","False","2","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False"
"38","XR_pXsexZveacolNMbyu7Q",4,"True","False","FREE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"39","_g-wR8XPsjAn06mYvzgF-g",4,"True","False","FREE","True","2","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"40","jl319aAtsRKAueSPdwr61A",4.5,"True","True","FREE","True","1","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"41","Z5Z3lzVfeuY4RShRdQiTzA",3.5,"True","True","FREE","True","2","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True"
"42","zdXd2X8oH4r7QCD0mF9tig",3.5,"True","True","FREE","True","1","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","True"
"43","RabRnRZeCMu_uGTnAUUTaA",4,"True","False","NA","True","2","False","False","False","False","False","True","False","False","False","False","True","False","True","True","False","True"
"44","fCBR2YYEEZ1zojjz6Z_dVA",3.5,"True","True","NA","False","NA","NA","False","False","False","False","True","False","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"45","5LuSHON45FNQ1xVyaaUK3A",5,"NA","NA","FREE","NA","1","NA","NA","False","True","False","True","False","False","False","False","False","False","False","False","False","False"
"46","Yp_ni5Aai4ghJjrNwHYGEw",4,"NA","NA","FREE","NA","NA","NA","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"47","AvkhkdgFKp2I6mclUdJt_w",4.5,"True","False","FREE","True","1","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False"
"48","yvtlcGIx4BbvUwraAJi3TQ",4.5,"True","True","FREE","NA","1","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","True"
"49","LP4-Yt-KI0yGFIOotKZWaQ",4.5,"True","False","FREE","False","1","True","True","False","True","False","False","False","False","False","False","False","NA","True","True","False","True"
"50","j3DPEjXYPu5JdEOUjHpVbw",3.5,"True","False","FREE","NA","2","True","True","False","False","False","False","False","False","False","False","False","NA","False","False","False","False"
"51","yAPLp2E8AotHOr19J8NfsA",5,"False","True","NA","NA","2","NA","NA","False","False","False","True","False","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"52","WhHxTbH_tzwVW75PEQfgHg",4,"True","False","FREE","True","1","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False"
"53","2wHpbGC_lZJhrcKgIPfR1Q",4,"True","False","FREE","False","2","False","False","True","True","False","False","False","False","False","False","False","False","False","NA","False","True"
"54","oaaeZ4BvMR9pHXYb5USEEQ",4,"True","False","FREE","True","1","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True"
"55","MgFQdSQPSYFb6psj3IAukA",3,"True","True","NA","True","2","False","True","False","True","False","False","False","False","False","False","False","NA","True","False","False","True"
"56","wSx48gAcKe89yvEyqUx9WA",3.5,"True","False","FREE","True","2","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"57","3uFjkB4yofEbq8iLpDG1dw",3.5,"True","False","FREE","True","1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True"
"58","-nLA4TnhOzwoDBpMWnLjwQ",5,"False","False","FREE","NA","2","NA","NA","False","False","False","True","False","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"59","rZOy9CG5oMQfadSuj_zwAw",3.5,"True","True","FREE","True","2","False","True","False","False","False","NA","False","False","False","False","False","False","False","False","False","True"
"60","NnaB0kLHYSzu9je7tfrJYw",3,"True","False","FREE","False","2","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","True"
"61","XeGoe2eGu9K4qpL-MWGGPA",5,"True","True","FREE","True","2","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False"
"62","RE1rAEW-vcvF2vTREVsYkw",3,"True","False","FREE","True","2","False","False","False","True","False","False","False","False","False","False","False","NA","False","False","False","False"
"63","EwFdA1bvaiUi_WQqdFeIiw",4.5,"True","False","NO","False","1","False","True","False","True","False","True","False","False","False","False","False","False","False","False","False","False"
"64","0qaWPaaVOcyVDBaQVgLzgw",3.5,"True","False","FREE","False","1","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True"
"65","Xrt4yzOPHc6w-GfYDApU2g",4,"False","False","FREE","True","1","False","False","False","False","False","True","False","False","False","False","True","NA","True","False","False","False"
"66","JOwaEHbrMGOPXHeQ4Iijdw",4,"True","False","NA","False","2","True","True","False","False","False","True","False","False","False","False","False","NA","False","False","False","True"
"67","CFEHlgwpPXRc-JlW-QTqyg",4,"True","False","NA","False","2","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","True"
"68","tG-noZMPf8yr3fJF2YXnKA",4,"True","False","FREE","True","1","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True"
"69","H-pODaiI0_gvJ6hakT0_2A",4,"True","True","FREE","False","1","False","True","False","True","False","True","False","False","False","False","False","False","False","NA","False","True"
"70","5khcOme3msVtnlB2ATY7IQ",3.5,"True","False","FREE","False","2","True","True","False","True","False","False","False","False","False","False","False","NA","False","False","False","True"
"71","9ZW3MfYR9EInWWiJz3J0xQ",4,"True","False","FREE","False","2","True","True","False","False","False","False","False","False","False","False","False","NA","False","False","False","False"
"72","DtxcnHdxxuktlf6g4nhOSg",3,"True","False","NO","False","2","True","False","False","False","False","True","False","False","False","False","False","NA","True","False","False","True"
"73","CGM2xjTNp4DsJTE6x7uQvQ",3.5,"True","False","FREE","True","2","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True"
"74","YmwVfCuwD3cW7vh57BaH-Q",4,"False","True","FREE","True","2","True","True","False","True","False","True","False","False","NA","NA","False","NA","NA","False","NA","True"
"75","D02tg_m6dxwgz0473aYDfA",4,"True","False","FREE","True","1","False","True","False","False","False","False","False","False","False","False","False","NA","True","False","False","False"
"76","S4JvHIlvZi0z878kOInkvA",4,"True","True","FREE","True","1","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"77","bodM9TsoZIktedqrIwY6mg",4.5,"False","False","FREE","NA","1","True","False","False","True","False","True","False","False","False","False","True","False","False","True","False","True"
"78","vSDaI7j5peZnSrefkpCWvg",3,"True","True","FREE","True","1","False","True","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"79","CDs00iscBthgDr3Uk0iluA",4,"True","True","FREE","True","1","False","True","False","True","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","True"
"80","Y7606gb40fQqs6p-uMC8cw",4,"True","True","FREE","True","2","True","True","False","False","False","True","False","False","False","False","False","False","True","False","False","False"
"81","LrkXX1pBqanN7StrzS-FiA",4,"True","False","FREE","True","2","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","True"
"82","y1aNjZlgvhvutt9vDjVCfg",4,"True","False","FREE","False","1","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","True"
"83","-dmWD8CgFPjUwf7lZMlWJA",4,"True","False","FREE","False","1","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"84","D320XoWLX8GbN4Hh7mqflA",4,"True","False","FREE","True","1","False","True","False","True","False","True","False","False","False","False","False","False","False","False","False","False"
"85","lnPnwWk3KT-xfUhQwprAxg",4,"True","NA","FREE","NA","2","NA","NA","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"86","pswfuYiHJPj5S1QvqNpqfA",4.5,"True","NA","NA","True","NA","NA","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"87","2jjyXhxkyN1Unbrdf6AfzQ",5,"True","False","NA","True","NA","False","False","False","True","False","True","False","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"88","K0TEUg-mlpd3PjlH76ting",4.5,"True","True","FREE","False","1","False","True","False","True","True","True","False","False","False","False","False","False","False","False","False","True"
"89","lbOpkv-F4wS4lb8MouP0DA",3,"True","True","FREE","True","1","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","True"
"90","k7hXnDHC4VJHO4ZAv2V5fA",3.5,"True","False","FREE","True","3","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True"
"91","QOqAIFe10zrBFrJtwSKnOg",4.5,"True","False","FREE","False","1","False","True","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","True"
"92","Qp1Zne2OVtWr6AYQJywYHg",5,"True","False","NA","True","1","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"93","UZFV5Mff58U5MwjE2YGwUg",4.5,"True","True","FREE","NA","2","NA","NA","False","True","False","False","False","False","False","False","False","NA","False","False","False","False"
"94","kep4X3l6_QGontdytpPdwg",5,"False","True","FREE","NA","1","NA","NA","NA","True","False","False","False","False","False","False","False","False","False","False","False","False"
"95","MmbmSc77aPWqHLeVwi-v6g",4,"True","True","FREE","True","2","False","True","True","True","False","True","False","False","False","False","False","False","True","False","False","True"
"96","EpHB3Lj42SmAKPVP4GOE7Q",4,"True","True","NA","NA","2","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"97","P6u9VBwU20tkfEKIlmrOTA",3,"True","True","FREE","False","2","NA","True","False","True","False","False","False","False","False","False","False","False","False","False","False","True"
"98","xXcsejRYjyWBh3e-eGGo4w",3.5,"True","False","FREE","False","2","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"99","3Womhy8g-3J-VREWO31d9Q",4,"True","True","FREE","True","1","False","False","False","True","False","True","False","False","False","False","False","NA","True","False","False","True"
"100","BeTCCdnyVJ6dc1ke0YEp6w",3,"NA","NA","FREE","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"101","cLGh_q9jWTpp53tsj29S-w",4.5,"True","True","FREE","False","2","False","False","NA","True","NA","NA","False","False","False","False","False","NA","True","False","False","False"
"102","7Aa-f7VTHRUZ57d9FmQglw",3.5,"True","False","NA","False","1","False","NA","False","True","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"103","k-bn2MNj7ymtt4VLNh7yVQ",2.5,"NA","False","NA","NA","NA","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"104","w2AXBahwW_24wcJcspFsXg",4.5,"True","False","FREE","NA","1","False","True","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False"
"105","dJOsggmNZtkCHiaC6_Ty6A",3.5,"NA","False","FREE","False","1","NA","NA","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"106","0tGuFBrhM03I6TCLxDQhyg",4,"True","True","FREE","True","1","False","True","True","True","False","True","False","False","False","False","False","False","True","False","False","False"
"107","GxGc7S7PRbwQCmWFEkBMGQ",4,"True","False","FREE","True","1","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","True"
"108","5P3b82EqZqR7lCqAYj-zaQ",4.5,"True","NA","FREE","True","1","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True"
"109","4oJYkQkRuL0aXdE3R_qRVg",2.5,"NA","False","FREE","NA","2","NA","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False"
"110","IdqmhiOnjXuggfrR38CyDg",5,"True","True","NA","False","NA","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False"
"111","pgijw7qF82s-YCgtHbpJLg",4,"True","False","FREE","False","1","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"112","3NKTxEw_q_C1AWpoeSEeHQ",4.5,"True","False","NA","False","2","False","True","False","False","False","False","False","False","False","False","False","NA","False","False","False","False"
"113","tTWBiaSb2OFJuEbT_9bXDg",4.5,"True","True","FREE","False","1","NA","NA","False","True","False","True","False","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"114","25dFsxjb3Iy2AzteRCGxbw",3.5,"NA","NA","FREE","NA","NA","NA","NA","True","NA","False","NA","False","False","False","False","False","False","False","False","False","False"
"115","quba423Majp79sol6pl7_Q",4,"True","NA","FREE","True","1","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True"
"116","IC6vKiMayiTySHvFLOBcrA",4,"True","False","NA","True","1","False","True","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"117","lW5tYUBXmLPD7w6gcVojNw",4,"True","False","NA","True","1","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"118","TuKZnuq5q3C565SUC6dmEw",3,"False","False","FREE","False","NA","False","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"119","fso0_BT0SEstLjpkyV0B4A",3.5,"True","True","FREE","True","1","False","False","NA","False","False","True","False","False","False","False","False","False","False","False","False","True"
"120","Mg9U8HWnyPw-Z6XjtWAjWQ",3.5,"True","False","NA","True","2","True","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False"
"121","viUq9OyTgOGgcdyuNoey3w",5,"False","True","FREE","False","NA","False","False","False","True","False","False","False","False","False","False","False","NA","False","False","False","False"
"122","PwUzhf2Hx2KLJ69D7FuTqQ",4,"True","True","FREE","False","2","False","True","False","True","False","False","False","False","False","False","False","NA","False","False","False","True"
"123","HmmdjAAI2p9Nb9yfdyGR2Q",3.5,"True","NA","NA","True","1","False","True","False","False","False","False","False","False","False","False","False","NA","False","False","False","False"
"124","WOx1QtnKQ0vleNSk7wwvMw",4.5,"NA","NA","FREE","NA","NA","NA","NA","False","True","False","True","False","False","False","False","False","NA","False","False","False","False"
"125","RityOj-KAqvVZogrlv3ZBA",3.5,"True","NA","FREE","True","2","NA","True","False","True","False","False","False","False","False","False","False","False","False","False","False","True"
"126","QoiLXUucsaTnT5GIidsvgw",3.5,"True","True","FREE","True","1","True","True","False","False","False","True","False","False","False","False","False","False","False","False","False","True"
"127","Js20LjuFi5uaRXDVdhx7TQ",3.5,"True","True","FREE","False","1","False","True","True","False","False","True","False","False","False","False","False","False","False","False","False","True"
"128","i14zWEwqfXU7jLO7Nm0Vrg",4,"True","True","NA","False","1","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","True"
"129","mEFi2oSUdBudGKiYsozd0Q",4,"True","NA","NA","NA","1","False","NA","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"130","OhtqW04iYgE8SjWPlPfeDA",3.5,"True","False","FREE","False","1","False","False","False","True","False","True","False","False","False","False","True","False","False","False","False","False"
"131","J44x_m383C2GWtzj6xG1HA",3,"True","True","FREE","True","2","True","True","True","True","False","False","False","False","False","False","False","False","False","False","False","True"
"132","yM1R4ZsKcARkijUYB4_mTA",4,"True","NA","NA","False","2","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"133","Fdh4gwAYeBv2FKgcjcF5Pg",3.5,"True","True","NA","False","1","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"134","m9lY7-_STgR1zunqOY9G8g",4,"True","True","FREE","True","1","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","True"
"135","vo1MjyIvHbAJ93PasKHIRg",4,"True","True","FREE","True","2","True","True","False","True","False","False","True","False","False","False","False","False","True","False","False","False"
"136","eO-Zl3wPFxfZtPQji-7eiw",4.5,"True","False","FREE","False","1","False","True","False","False","False","False","False","False","False","False","False","NA","False","False","False","True"
"137","GrXYABvC9V42JlybRoR2ug",4,"NA","NA","NA","NA","NA","NA","True","NA","NA","NA","True","False","False","False","False","False","False","True","False","False","False"
"138","kMDv_AyIe7oPh2oCfjJWtQ",5,"True","False","FREE","False","1","False","True","False","False","False","False","False","False","False","False","False","NA","False","False","False","False"
"139","AFLkrZdA1yihw6J8yuJizQ",4,"True","False","FREE","False","1","False","True","True","True","False","True","False","False","False","False","True","False","False","False","False","False"
"140","X3bKIX-3uk9970bNst49tA",4,"True","False","NA","False","2","True","False","False","True","False","False","False","False","False","False","False","False","True","False","False","True"
"141","zhBB-72ki_HUCrwj_BcQsQ",4,"True","False","FREE","False","2","False","False","True","True","False","False","False","False","False","False","NA","False","NA","NA","False","True"
"142","1M5yNOje8Eoz4m_CS89t9w",4,"True","True","FREE","False","1","False","True","False","True","False","True","False","False","False","False","False","False","False","False","False","True"
"143","ktDy_arJjYDZK6N6N6F94A",3.5,"True","False","FREE","True","1","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False"
"144","mbNS4vNDeAKxllEMwz15kA",1.5,"True","True","FREE","False","1","False","True","False","False","False","True","False","NA","NA","False","NA","NA","NA","False","NA","NA"
"145","Q7XrSrWLxdVC86bH_WIBYg",4,"True","False","FREE","False","1","False","False","False","False","False","True","False","False","False","False","True","False","False","False","False","False"
"146","WCBWOntHjrySQvV1vQXGMw",4,"True","False","FREE","False","1","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"147","H76JbM2JJ77VpIo2ixg31Q",3,"NA","NA","FREE","NA","NA","NA","NA","False","False","False","True","False","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"148","iw3fRX8jwH2Q5D1aCB85Yw",3.5,"True","False","FREE","True","2","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"149","SjyTb_6IosqCXpCRaKcWTg",3.5,"False","NA","FREE","False","2","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False"
"150","4ps3FW9QB9dnebcr8UuM7g",5,"True","False","FREE","True","NA","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"151","46papwYigu0NWzd0WV5kEA",3.5,"True","False","NA","False","1","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"152","DQIkEtmuoPGgITY-LPizmQ",2.5,"True","True","FREE","False","1","False","True","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False"
"153","3GAYrC3z_XaNP2k8qJP-lg",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"154","QF_XZtqJqyyaUjNop7uS_A",3.5,"True","True","FREE","False","2","True","True","False","True","False","True","False","NA","NA","NA","False","False","NA","False","False","NA"
"155","iQr4p4LxH3zi3Qx5a74ZoA",4,"True","False","NA","False","2","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True"
"156","U2Hqg6hg76Qq5sVAdaiNyQ",4,"True","NA","FREE","True","2","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True"
"157","io3HEIZSrMh5RlGqUE4nxQ",3,"True","True","NA","False","1","NA","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"158","TQxHoUZNzVOoBnHm0aMkpA",4,"True","True","PAID","True","1","False","True","False","True","False","True","False","False","False","False","True","False","True","False","False","True"
"159","MJI4pN34QTHfhblwzd3b5w",4,"True","True","NO","True","1","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True"
"160","cqM-oOm_kEuBdKROQe6qFw",3,"True","True","FREE","True","2","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False"
"161","kyE_aN-IFmMd65wNjvp2aQ",4.5,"True","True","FREE","NA","2","False","False","False","True","False","True","False","False","False","False","True","False","False","False","False","True"
"162","tODQE4f-2jOTKdmRBhVKtw",3.5,"False","False","NA","NA","2","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"163","ImE1X8mhMtvnJap3Pi6vjQ",4.5,"True","True","FREE","False","2","True","False","False","True","False","False","False","False","False","False","False","NA","False","False","False","True"
"164","JCgLWYjoPJlznzFEtnzqKg",4,"True","True","FREE","True","1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"165","P_Cmij3L7OcDLVLaBTqx0w",4.5,"True","False","FREE","True","2","NA","NA","True","True","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"166","AaDVR7FVk31G53ZKuqLKgQ",3,"True","True","FREE","False","1","False","False","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False"
"167","YP-hmecnBsb_zr2mBdh6Ow",4,"True","True","FREE","True","1","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","True"
"168","5JT7wa6_RtDTIAu_cA4XPA",2,"True","True","FREE","NA","1","False","NA","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"169","jHdT-EqjpLvt3Olk-hss9g",3,"False","NA","FREE","NA","NA","NA","NA","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"170","hdH1zkYvK8YwqDGZEUdAfQ",4,"True","False","NA","False","2","False","True","False","True","False","False","False","False","False","False","True","False","False","False","False","False"
"171","Vk2dN6wAsucrp-j4My5S_g",4.5,"True","False","FREE","True","1","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","True"
"172","uC6o9LwG3ejw4RTJjMtFVg",4,"True","False","FREE","True","2","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True"
"173","yx3Ab0V39RlFJ7iPC9WlXg",4,"True","True","FREE","True","1","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True"
"174","ooNOrdHdhmhS7guiIpDDuA",4.5,"NA","True","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"175","5SrDt_YHz29CIaKVp9_9yQ",4.5,"True","True","NO","True","1","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False"
"176","_QUh5vFHSuw8R_uiFZ7XKQ",4,"True","False","FREE","True","2","False","True","False","True","False","False","False","False","False","False","False","False","True","False","False","True"
"177","iYfuYV4F2JEFAW47YJtIqA",4.5,"True","True","FREE","True","1","True","True","False","True","False","True","False","False","NA","NA","False","False","NA","NA","False","True"
